Typ indexu;Ukazatel;Očištění;Území;Odvětví (NACE);Roky;value
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;2023;105.6240690524
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.1 Zprostředkování velkoobchodu a velkoobchod v zastoupení;2024;104.2782688482
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;2015;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;2016;99.0429544781
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;2017;93.6038358171
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;2018;91.2615831058
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;2019;96.8505890606
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;2020;106.6020149573
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;2021;96.7930652543
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;2022;87.4038016321
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;2023;105.5067023031
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.2 Velkoobchod se základními zemědělskými produkty a živými zvířaty;2024;106.8744922762
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.3 Velkoobchod s potravinami, nápoji a tabákovými výrobky;2015;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.3 Velkoobchod s potravinami, nápoji a tabákovými výrobky;2016;99.7797539523
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.3 Velkoobchod s potravinami, nápoji a tabákovými výrobky;2017;97.3214043513
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.3 Velkoobchod s potravinami, nápoji a tabákovými výrobky;2018;100.1714125319
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.3 Velkoobchod s potravinami, nápoji a tabákovými výrobky;2019;99.9929187563
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.3 Velkoobchod s potravinami, nápoji a tabákovými výrobky;2020;92.3466551967
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.3 Velkoobchod s potravinami, nápoji a tabákovými výrobky;2021;101.9866613668
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.3 Velkoobchod s potravinami, nápoji a tabákovými výrobky;2022;100.8019825972
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.3 Velkoobchod s potravinami, nápoji a tabákovými výrobky;2023;92.5996105165
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.3 Velkoobchod s potravinami, nápoji a tabákovými výrobky;2024;102.1416141719
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.4 Velkoobchod s výrobky převážně pro domácnost;2015;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.4 Velkoobchod s výrobky převážně pro domácnost;2016;102.5010389152
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.4 Velkoobchod s výrobky převážně pro domácnost;2017;102.5012207872
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.4 Velkoobchod s výrobky převážně pro domácnost;2018;100.0786521711
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.4 Velkoobchod s výrobky převážně pro domácnost;2019;101.7530261701
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.4 Velkoobchod s výrobky převážně pro domácnost;2020;103.0507770324
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.4 Velkoobchod s výrobky převážně pro domácnost;2021;107.7258087981
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.4 Velkoobchod s výrobky převážně pro domácnost;2022;94.5730383544
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.4 Velkoobchod s výrobky převážně pro domácnost;2023;95.7941613431
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.4 Velkoobchod s výrobky převážně pro domácnost;2024;100.4642592277
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.5 Velkoobchod s počítačovým a komunikačním zařízením;2015;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.5 Velkoobchod s počítačovým a komunikačním zařízením;2016;87.9783407992
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.5 Velkoobchod s počítačovým a komunikačním zařízením;2017;104.9562038563
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.5 Velkoobchod s počítačovým a komunikačním zařízením;2018;104.7103129253
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.5 Velkoobchod s počítačovým a komunikačním zařízením;2019;102.6069663743
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.5 Velkoobchod s počítačovým a komunikačním zařízením;2020;101.8526465369
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.5 Velkoobchod s počítačovým a komunikačním zařízením;2021;101.7207572987
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.5 Velkoobchod s počítačovým a komunikačním zařízením;2022;97.619203595
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.5 Velkoobchod s počítačovým a komunikačním zařízením;2023;97.7609660129
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.5 Velkoobchod s počítačovým a komunikačním zařízením;2024;102.6318320505
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.6 Velkoobchod s ostatními stroji, strojním zařízením a příslušenstvím;2015;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.6 Velkoobchod s ostatními stroji, strojním zařízením a příslušenstvím;2016;92.8439207463
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.6 Velkoobchod s ostatními stroji, strojním zařízením a příslušenstvím;2017;108.1672224353
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.6 Velkoobchod s ostatními stroji, strojním zařízením a příslušenstvím;2018;103.7721373668
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.6 Velkoobchod s ostatními stroji, strojním zařízením a příslušenstvím;2019;100.2461355825
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.6 Velkoobchod s ostatními stroji, strojním zařízením a příslušenstvím;2020;98.8682517057
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.6 Velkoobchod s ostatními stroji, strojním zařízením a příslušenstvím;2021;113.6305279237
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.6 Velkoobchod s ostatními stroji, strojním zařízením a příslušenstvím;2022;109.0262087148
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.6 Velkoobchod s ostatními stroji, strojním zařízením a příslušenstvím;2023;94.2166637867
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.6 Velkoobchod s ostatními stroji, strojním zařízením a příslušenstvím;2024;100.6679564455
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.7 Ostatní specializovaný velkoobchod;2015;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.7 Ostatní specializovaný velkoobchod;2016;100.8741065208
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.7 Ostatní specializovaný velkoobchod;2017;103.5800124348
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.7 Ostatní specializovaný velkoobchod;2018;101.3215985768
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.7 Ostatní specializovaný velkoobchod;2019;100.1622124892
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.7 Ostatní specializovaný velkoobchod;2020;107.2594115689
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.7 Ostatní specializovaný velkoobchod;2021;100.8058900535
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.7 Ostatní specializovaný velkoobchod;2022;86.4932583011
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.7 Ostatní specializovaný velkoobchod;2023;94.6675853943
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.7 Ostatní specializovaný velkoobchod;2024;83.9046214909
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.9 Nespecializovaný velkoobchod;2015;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.9 Nespecializovaný velkoobchod;2016;101.3039152697
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.9 Nespecializovaný velkoobchod;2017;102.4071977227
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.9 Nespecializovaný velkoobchod;2018;100.0663463705
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.9 Nespecializovaný velkoobchod;2019;99.5009005063
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.9 Nespecializovaný velkoobchod;2020;104.4449051773
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.9 Nespecializovaný velkoobchod;2021;92.9853703458
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.9 Nespecializovaný velkoobchod;2022;89.1692850008
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.9 Nespecializovaný velkoobchod;2023;107.2900230669
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;46.9 Nespecializovaný velkoobchod;2024;99.9003960317
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"G Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2015;
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"G Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2016;101.7479917442
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"G Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2017;103.2171848333
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"G Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2018;101.4281202069
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"G Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2019;101.5331471968
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"G Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2020;99.151350697
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"G Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2021;103.8642664448
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"G Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2022;94.1518732
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"G Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2023;96.8154588904
Meziroční index;Index tržeb bez DPH - stálé ceny (%);Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Česko;"G Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2024;97.8541561763
